???"TABLE_NAME","TABLE_COMMENT"
"LABOR_TRAN_TRACKING","Keeps Track of Labor Transactions"
"LEAN_TIME_REPL_PARM","Holds the parameters used to perform lean time replenishment."
"LEMA_RULEATTRIBUTE","Internal table to configure rules for the Workflow engine"
"LEMA_RULESETRELATION","Internal table to configure rules for the Workflow engine"
"LEMA_RULE_CONF_RES_ATTR",""
"LEMA_RULE_CONF_RES_ATTR_VAL",""
"LEMA_RULE_TEMPLATE",""
"LEMA_WORKFLOW","Workflow definition"
"LEVEL_TAB",""
"LICENSE_ACTIVE",""
"LICENSE_MASTER",""
"LICENSE_USAGE","Table to monitor the session usage."
"LISTENER",""
"LISTENER_STATUS_DETAIL",""
"LIST_CD_MASTER_ID",""
"LIST_VIEW","Saved view configurations for datatable (freeze/sort/groupby)"
"LIST_VIEW_DETAIL","Column detail for saved views"
"LITERAL",""
"LM_MISC_ACTIVITY","Configuration table to setup Labor management miscellaneous activity"
"LM_MONITOR_DFLTS","Configuration table to setup  Labor Management monitor defaults"
"LOADING_TYPE",""
"LOAD_CONFIGURATION",""
"LOAD_TYPE",""
"LOCATION_RANGE",""
"LOCK_CODE_PERMISSION","Defines the Permissions associated to different lock codes"
"LOCK_STATUS",""
"LOCN_GRP",""
"LOCN_HDR_0405",""
"LOCN_HDR_0506",""
"LOCN_SIZE_TYPE",""
"LOCN_WIZARD_LOCN_COMP_TMP","Temporary Table for Location Wizard Stored Proc"
"LOCN_WIZARD_LOCN_TMP","Temporary Table for Location Wizard Stored Proc"
"LOCN_WIZ_DTL","Internal table to process Location wizard transactions"
"LOCN_WIZ_HDR","Internal table to process Location wizard transactions"
"LOGCOM","Needed for CLS Logging."
"LOGKEYWORDS","Needed for CLS Logging."
"LOGRECORDS","Needed for CLS Logging."
"LOGSESSION","Needed for CLS Logging."
"LOGSTACKTRACE","Needed for CLS Logging."
"LOGSUBSTITUTIONVALUES","Needed for CLS Logging."
"LOOKUP",""
"LPN",""
"LPN_ACCESSORIAL","Defines the individual Accessorial costs applied to an LPN."
"LPN_ADDRESS",""
"LPN_ATTRIBUTE","Custom attributes for the LPN object."
"LPN_AUDIT_RESULTS","Stores the Audited LPN results"
"LPN_BAK",""
"LPN_CATCH_WEIGHT",""
"LPN_DETAIL",""
"LPN_DETAIL_ATTRIBUTE",""
"LPN_DETAIL_BAK",""
"LPN_DISP_METHOD_PRTY","Not Used."
"LPN_EVENT",""
"LPN_FACILITY_STATUS",""
"LPN_LOCK",""
"LPN_LOCK_BAK1210",""
"LPN_MOVEMENT",""
"LPN_NOTES",""
"LPN_SHIPPABLE_TYPE",""
"LPN_SIZE_TYPE",""
"LPN_STATUS",""
"LPN_TYPE",""
"LRF_EVENT",""
"LRF_EVENT_HISTORY","LRF EVENT HISTORY"
"LRF_LISTENER_CONFIG",""
"LRF_PRINT_STATUS",""
"LRF_PRT_QUEUE",""
"LRF_PRT_QUEUE_DEST",""
"LRF_PRT_QUEUE_SERVICE",""
"LRF_PRT_Q_TYPES",""
"LRF_PRT_REQUESTOR",""
"LRF_REPORT",""
"LRF_REPORT_AUDIT",""
"LRF_REPORT_AUDIT_HISTORY","LRF REPORT AUDIT HISTORY"
"LRF_REPORT_HISTORY","LRF REPORT HISTORY"
"LRF_REPORT_PARAM_VALUE",""
"LRF_REPORT_PARAM_VALUE_DTL",""
"LRF_REPORT_PARAM_VALUE_HISTORY","LRF REPORT PARAM VALUE HISTORY"
"LRF_REP_SCHD_PARAM",""
"LRF_REP_SCHD_PARAM_DTL",""
"LRF_REP_SCHD_PARAM_DTL_HISTORY","LRF REP SCHD PARAM DTL HISTORY"
"LRF_REP_SCHD_PARAM_HISTORY","LRF REP SCHD PARAM HISTORY"
"LRF_RPT_PARM_VALUE_DTL_HISTORY","Table to temporarily store LRF_RPT_PARM_VALUE_DTL records"
"LRF_SCHED_EVENT_REPORT",""
"LRF_SCHED_EVENT_REPORT_HISTORY","LRF SCHED EVENT REPORT HISTORY"
"LRF_SERVER",""
"LRF_SERVER_AUDIT",""
"LRF_SERVER_CONFIG",""
"LRF_SERVER_CONFIG_AUDIT",""
"LRF_USER_PRO",""
"LXL_IMPORT_ITEM",""
"LXL_IMPORT_LOT",""
"LXL_IMPORT_LOTS",""
"MANH_BRIDGE_SUMMARY","Not Used."
"MANH_CONFIG","Not Used."
"MANH_DATABASE_OBJECT_LIST","This Table holds the list of Database Objects Product wise"
"MANH_LAYOUTS_MAP","Not Used."
"MANH_PRODUCT_PURGING_TABLES","Metadata table for list of purging tables for product schema"
"MANH_SEQ_MAPPING",""
"MANH_VAS_PKT",""
"MANIFESTED_LPN","Defines attributes that apply to an LPN once added to a manifest."
"MANIFEST_HDR","Defines attributes of the Manifest object, used in parcel shipping."
"MANIFEST_TYPE","Defines the valid list of Manifest Types, used as part of the logic to determine the Manifest and LPN belongs on."
"MAN_CONS_SHIPMENT_LIST_GTT",""
"MASTER",""
"MASTER_ORDER_STATUS",""
"MAX_TF_WINDOW_PARAM","Stores Maximum TF Windows for various move types applicable for Manual Forward Start"
"MESSAGE_BU_MAPPING",""
"MESSAGE_BU_MAPPING_DETAILS",""
"MESSAGE_DISPLAY","Message display table, initial data in this table gets created by MESSAGE_MASTER table's trigger"
"MESSAGE_MASTER",""
"MESSAGE_MASTER_TMP",""
"MESSAGE_MODULE",""
"MESSAGE_STORE_INBOUND",""
"MESSAGE_STORE_OUTBOUND",""
"MESSAGE_TYPE",""
"MHE_CONFIG","MHE Scheduler configurations"
"MHE_ENDPOINT_CONFIG","MHE Endpoint configurations"
"MHE_MSG_FORMAT","Material Handling Equipment (MHE) interface configuration table"
"MHE_MSG_FORMAT_DTL","Material Handling Equipment (MHE) interface configuration table"
"MHE_PARM_DTL","Material Handling Equipment (MHE) interface configuration table"
"MHE_PARM_HDR","Material Handling Equipment (MHE) interface configuration table"
"MHE_RULE_GROUP","It define rule group per MHE and facility combination. Functionality is used to configure rules in order to send a message from Warehouse Management to MHE systems. Each MHE event cannot be associated with more than one MHE Rule Group"
"MHE_SORT_DIVRT_ACTION","Material Handling Equipment (MHE) interface configuration table"
"MHE_SORT_RULE_HDR","Material Handling Equipment (MHE) interface configuration table"
"MHE_SORT_RULE_PARM_DTL","Material Handling Equipment (MHE) interface configuration table"
"MIGRATE_FILTER_OBJECT",""
"MINOR_SRL_TRACK","Table to track minor serial numbers "
"MIN_DENSITY_CALC_METHOD",""
"MLP_WS_MONITOR","MLP_WS_MONITOR"
"MLS_ACT","Holds the list of Manhattan Labor Standard (MLS) Activities"
"MLS_ACT_ELM","Holds the list of Manhattan Labor Standard (MLS)  activities with assigned elements."
"MLS_ELM","Holds the list of Manhattan Labor Standard (MLS) elements."
"MLS_LOG_DTL","It is log of MLS Data Process result"
"MLS_LOG_SMRY","It is log of  MLS Data Process result"
"MMC_AUDIT_DTL",""
"MMC_AUDIT_HDR",""
"MONITORING_ALERT",""
"MONTH_CBO",""
"MOVEMENT",""
"MOVEMENT_OPTION",""
"MOVEMENT_TYPE",""
"MOVE_LIST",""
"MOVE_LIST_HDR",""
"MOVE_LIST_REPORT",""
"MOVE_LIST_REPORT_HDR",""
"MOVE_TYPE",""
"MO_AUTO_CREATE_METHOD",""
"MO_EXECUTION_STATUS",""
"MQ_LISTENER",""
"MSG_LOG","Used to log Error Messages If Non-interactive of log_flag enabled for messages"
"MSG_PROCESS_CONFIG",""
"MSG_TYPE",""
"MULT_LOC_ZONE",""
"MULT_LOC_ZONE_HDR",""
"MULT_ORIENT_CALC",""
"NAVIGATION",""
"NAVIGATION_APP_MOD_PERM",""
"NAVIGATION_PARAMETER",""
"NEEDS_LAYER","*Defines different layers and their needs for processing"
"NEEDS_RESULTS_DTL",""
"NODE_INTVAL_GTT",""
"NOTE_TYPE",""
"NOTIFICATION_CONTEXT","Stores Contexual information for Push Notification"
"NOTIFICATION_DATA","contains the different parts of a notification"
"NOTIFICATION_DEVICE","Stores Device Id and Device Token for Push Notification"
"NOTIFICATION_PARAMS",""
"NOTIFICATION_USER","contains information about the subscribers for a notification"
"NTD_LOCK","This table is used to specify if a trailer is selected for NTD process"
"NXT_UP_CNT",""
"OAUTH_ACCESS_TOKEN",""
"OAUTH_CLIENT_DETAILS",""
"OAUTH_CLIENT_TOKEN",""
"OAUTH_CODE",""
"OAUTH_REFRESH_TOKEN",""
"OBJECT_DBFIELD",""
"OBJECT_DD",""
"OBJECT_JOIN",""
"OBJECT_JOIN_DBFIELD",""
"OBJECT_JOIN_REPORT_DBFIELD",""
"OBJECT_MASKDBFIELD",""
"OBJECT_REASON_CODES",""
"OBJECT_REPORT_DBFIELD",""
"OBJECT_TYPE_TABLE",""
"OBJECT_UIDBFIELD",""
"OBJECT_VALIDATION_SCRIPT","Used by Babylon to determine which script, if any, will be run to determine whether or not the object in question should be sent."
"OM_SCHED_ACTION",""
"OM_SCHED_EVENT","All the events occurred during YM transactions will be recorded in this table"
"OM_SCHED_EVENT_HISTORY","All the events occurred during YM transactions will be recorded in this table"
"OM_SCHED_EVENT_REPORT","OM_SCHED_EVENT_REPORT denotes an attribute for a scheduled report event."
"OM_SCHED_RECURRING",""
"OM_SCHED_RECURRING_KEY_DATE",""
"OM_SCHED_RECURRING_PERIOD",""
"OM_SCHED_RECURRING_TYPE",""
"ONTIME_PERF_METHOD",""
"OPT_ENGINE"," Planning Engines"
"OPT_ENGINE_TYPE","list of the engines to which the shipper has access"
"OPT_PARAM","Routing Wave Params of each of the Routing Wave Parameter created"
"OPT_PARAM_LIST","Routing Wave Parameters Created List"
"ORDERS","*Captures details for an ORDER. In DOM it is Distribution Order"
"ORDERS_EXTN_TLM",""
"ORDERS_GTT",""
"ORDERS_TEMPLATE","*Template for ORDERS"
"ORDERS_TEMPLATE_RUN","*Template for ORDER RUNS"
"ORDER_ACCESSORIAL_OPTION_GRP",""
"ORDER_ACC_OPTION_GRP_TEMPLATE",""
"ORDER_ATTRIBUTE",""
"ORDER_ATTRIBUTE_TEMPLATE",""
"ORDER_BASELINE_COST",""
"ORDER_CHG_RULE","*Audit table defining Audit creiteria as applicable to changes to Orders"
"ORDER_CHG_RULE_DTL","*Details for ORDER_CHG_RULE"
"ORDER_DTL",""
"ORDER_EVENT","*Audit table for changes to ORDERS"
"ORDER_HDR",""
"ORDER_LINE_ITEM","*LINE ITEM details for an ORDER"
"ORDER_LINE_ITEM_ATTRIBUTE",""
"ORDER_LINE_ITEM_ATTR_TEMPLATE",""
"ORDER_LINE_ITEM_GS1",""
"ORDER_LINE_ITEM_GS1_TMP",""
"ORDER_LINE_ITEM_REF",""
"ORDER_LINE_ITEM_SIZE",""
"ORDER_LINE_ITEM_SIZE_TEMPLATE",""
"ORDER_LINE_ITEM_TEMPLATE",""
"ORDER_MASTER_ORDER",""
"ORDER_MOVEMENT",""
"ORDER_NOTE","*NOTE as applicable to an ORDER"
"ORDER_NOTE_TEMPLATE",""
"ORDER_REASON_CODE","The table stores the reason codes for orders and order line items"
"ORDER_REF",""
"ORDER_RNDNG","Configuration table to define order rounding setup"
"ORDER_SCHED_ACTION",""
"ORDER_SPLIT","*Details for an ORDER if it has been split"
"ORDER_SPLIT_LINE_ITEM",""
"ORDER_SPLIT_SIZE","*attributes for ORDER_SPLIT"
"ORDER_SRL_NBR","*running serial number for an ORDER if applicable"
"ORDER_SRL_NBR_TEMPLATE",""
"ORDER_STATUS","*Defines pre-determined statuses for an ORDER"
"ORDER_STREAM_WORKFLOW_STATUS","This table captures the WM processing status for every allocation batch that originating from the order streaming allocation component."
"ORDER_TEMPLATE_OD_PAIR",""
"ORDER_TYPE","*Defines pre-determined types for an ORDER"
"ORDER_WMS_STATUS",""
"ORDER_WORK_TYPE",""
"ORDER_WORK_TYPE_TEMPLATE",""
"OUTBD_QA","Outbound Quality Audit configuration table"
"OUTBD_QA_PARM_DTL","Outbound Quality Audit configuration table"
"OUTBD_QA_PARM_HDR","Outbound Quality Audit configuration table"
"OUTPT_CARTON_DTL_YGPT",""
"OUTPT_DELV_NOTIFICATION","Output table that holds information of delivery notifications - used to construct output XMLs"
"OUTPT_LPN","Table to hold the item_attr information for a lpn record"
"OUTPT_LPN_CATCH_WEIGHT","Table to hold the catch weight information for a lpn record."
"OUTPT_LPN_DETAIL","Table to hold the item_attr information for a lpn record"
"OUTPT_LPN_MINOR_SERIAL_NBR","Table to hold the serial# information for a lpn detail record."
"OUTPT_LPN_SERIAL_NBR","Table to hold the serial# information for a lpn record."
"OUTPT_ORDERS","Table to hold the serial# or item_attr information for an orders record."
"OUTPT_ORDER_LINE_ITEM","Table to hold the serial# or item_attr information for an order line item record."
"OUTPT_ORDER_LINE_ITEM_SIZE","Table to hold the serial# or item_attr information for an order line item size record."
"OUTPT_PKT_HDR",""
"OUTPT_SHIPMENT_RETN","Output table that holds information of pallet returnables for a shipment - used to construct output XMLs"
"OUTPUT_PIX",""
"OUTPUT_PKT",""
"OUTPUT_RESULT_TABLE",""
"OUTWARD_EVENTS","SOA Outward Events Configuration"
"OUTWARD_EVENT_SUBSCRIBERS","SOA Outward Event Subscribers"
"OUTWARD_GEN_EVENTS","SOA Outward Generated Events"
"PACKAGING",""
"PACK_WAVE_PARM_DTL","Wave configuration table. Pack waves - MHE driven - can be setup here"
"PACK_WAVE_PARM_HDR","Wave configuration table. Pack waves - MHE driven - can be setup here"
"PACK_WKSTN_EFFNCY","Table that tracks pack station activity for efficiency calculations"
"PACK_WKSTN_MASTER","Configuration table to maintain pack stations"
"PADDING_TYPE",""
"PALLETS",""
"PALLET_XREF",""
"PARAM_DEF",""
"PARAM_GROUP",""
"PARAM_GROUPING",""
"PARAM_SPEC_VALUE",""
"PARAM_SUBGROUP",""
"PARCEL_RATE_CALENDER","Parcel Carriers Rates List"
"PARCEL_RATE_DATA"," Parcel Carriers Rates for each Service to operate in each zone"
"PARCEL_SERVICE_LEVEL","* Parcel Service Level"
"PARCEL_SERVICE_LEVEL_MAP","* Parcel Service Level Map"
"PARCEL_TRANSIT_TIME"," Parcel Carriers Transit times for each of the service"
"PARCEL_ZONE_DATA"," Parcel Carrier Zones info"
"PATH_SETS_GTT",""
"PATH_SET_RETRIEVAL_GTT",""
"PATH_SET_SHIPPING_PARAM","* Path Set Shipping Param"
"PAYMENT_METHOD",""
"PAYMENT_TERMS",""
"PGM_PARM","Not Used."
"PHYS_INVN_HDR","Table to configure counting. Use by both Physical and Cycle Count"
"PICKING_SHORT_ITEM","To identify items that have been shorted by the user during picking and for re-allocation"
"PICKLINE_GROUP",""
"PICK_DEMAND_FORECAST","The demand forecast will be provided to PkMS by the host system using a downloading interface.  Forecast data will be passed into the INPT_PICK_DEMAND_FORECAST table.  The data will contain the estima"
"PICK_LINE2_SP_AS_TMP",""
"PICK_LOCN_ASSIGN_PRTY","Table to maintain pcik location assignment priorities. This table is used during location determination"
"PICK_LOCN_DTL",""
"PICK_LOCN_DTL_BAK",""
"PICK_LOCN_DTL_SLOTTING","Table is used to store pick location detail for slotting."
"PICK_LOCN_HDR",""
"PICK_LOCN_HDR_0504",""
"PICK_LOCN_HDR_0507",""
"PICK_LOCN_HDR_SLOTTING","Table is used to store pick location header for slotting."
"PICK_ZONE",""
"PIX_HIST","Perpetual Inventory Transaction History Table "
"PIX_INTRNL_CONFIG","Perpetual Inventory Transaction Configuration Table "
"PIX_REF_CODE_MASTER","Perpetual Inventory Transaction Configuration Table "
"PIX_REF_GRP_MASTER","Perpetual Inventory Transaction Configuration Table "
"PIX_SUMM","Perpetual Inventory Transaction Configuration Table "
"PIX_SYNC","Perpetual Inventory Transaction Synchronization Table "
"PIX_TRAN","Perpetual Inventory Transaction Table sent to host.List of reference codes can be gotten from Sys Code S009"
"PIX_TRAN_CODE","Perpetual Inventory Transaction Configuration Table "
"PIX_TRAN_CODE_DTL","Perpetual Inventory Transaction Configuration Table "
"PKT_CONSOL_ATTR_SUMM","PkMS uses this table to specify the order consolidation locations for a pickticket"
"PKT_CONSOL_DETRM_TYPE","This table specifies the range of consolidation locations and their assignment sequence based each Pkt Consolidation Determine Type. If not defined, the wave will default to the PRTY_SEQ_NBR defined o"
"PKT_CONSOL_LOCN","Wave Order consolidation process configuration table."
"PKT_CONSOL_PARM","Wave Order consolidation process configuration table."
"PKT_CONSOL_PROF_HDR","Wave Order consolidation process configuration table."
"PKT_DTL","Pickticker detail - transactional table"
"PKT_DTL_SKU_INVN","Not Used."
"PKT_HDR","Pickticket Header records bridged into the system. An Order also can be bridged into this table. Pkt-status column will indicate whether the bridged in data is an Order or Pickticket. If the value of"
"PLGCLC_GTT",""
"PLG_RANGES",""
"PLG_TREE_ATTRIBUTE_DTL",""
"PLG_TREE_ATTRIBUTE_DTL_CALC",""
"PNH_PARM","Wave pack and hold process configuration table."
"POCC_EXCLUSION","Configuration table. The Purchase Order Carton Consolidation exclusion transaction allows users to exclude orders from POCC logic based on user-configurable criteria for the current warehouse"
"POD_COMMANDS","Stores a record of activities at each stop.Roughly five records are written to this table at each visit to a stop"
"POD_INTERACTION","represents lifecycle and results of interaction with store manager via PoD questionnaire function"
"POD_INTERACTION_PARAMETER","map of names and values that are associated with pod_interaction table"
"POD_REASON_CODE","POD stores reason codes in POD_REASON_CODE table"
"POD_UNIT_OF_DELIVERY","Records the status of each delivered pallet, tote, trolley, etc. as it was delivered at the stop.At each stop, there is a record written for each LPN, etc."
"PO_CHANGE_RULE",""
"PO_CHANGE_RULE_DTL",""
"PO_CRITICAL_FIELD_FV",""
"PO_LINE_CLASSIFICATION_CODE","Stores Classification Code for PURCHASE ORDER"
"PO_LINE_ITEMS_EXTN_EEM",""
"PO_LINE_ITEM_ATTRIBUTE","*PURCHASE ORDER LINE ATTRIBUTES"
"PO_LINE_ITEM_ATTR_TEMPLATE",""
"PO_LINE_ITEM_REF_FIELDS","*PURCHASE ORDER LINE REFRENCE FIEDS"
"PO_LINE_ITEM_SIZE_TEMPLATE",""
"PO_LINE_WMPROCESSINFO","*PURCHASE ORDER LINE WM related process info"
"PO_REF_FIELDS","*PURCHASE ORDER REFRENCE FIEDS"
"PO_RTS_ACTION",""
"PO_SRL_NBR",""
"PO_TERMS",""
"PO_TERMS_BUSINESS_PARTNER_MAP",""
"PO_TERMS_LEGAL_TEXT",""
"PO_WMPROCESSINFO","*PURCHASE ORDER WM related process info"
"PO_WORK_TYPE",""
"PRE_RCPT_ALLC_REPT_DATA","Pre-Receipt eligibility report for ASNs data is stored after validating for pre-receipt."
"PRICE_TYPE_CBO",""
"PRINTER",""
"PRINTER_LOCN_XREF","Table created as part of 2013 enhancement-MACR00748955-Break Pick List ,For Assigning printers to printer locations"
"PRINT_AND_APPLY","Printing labels"
"PRIORITY_TYPE",""
"PROC_E_CONSOL_PERF_SMRY_TABLE","Stores performance information used in reports"
"PROC_LABOR_ABC_TABLE","Stores Activity Based Costing information used in reports"
"PROC_LOCK","This table is used to lock the process by locking the row in DB.  This will avoid running waves parallel."
"PROC_MNTR","Interal table"
"PROC_MNTR_DTL","Interal table"
"PROC_SCHED","This table will be used to hold the schedule of batch processes that are to be released programmatically.  a batch scheduling process will query this table every xx amount of time and initiate the app"
"PROD_TRKG_TRAN","Entity to track productivity tracking"
"PROFILE_ACCESS",""
"PROFILE_MASTER",""
"PRT_QUEUE_MONITOR","To represent current availability of the printers in the system"
"PULL_NEEDS","Not Used."
"PURCHASE_ORDERS","*Purchase Orders info. Aka PO, SO"
"PURCHASE_ORDERS_ATTRIBUTE","*PO attributes"
"PURCHASE_ORDERS_EVENT","*Audit table for changes to PUCRHASE ORDERS"
"PURCHASE_ORDERS_EXTN_TLM",""
"PURCHASE_ORDERS_LINE_ITEM","*Line Item details for PURCHASE ORDER"
"PURCHASE_ORDERS_LINE_ITEM_SIZE","*Line Item size details for PURCHASE ORDER"
"PURCHASE_ORDERS_LINE_NEEDS","*Line Needs for PURCHASE ORDER"
"PURCHASE_ORDERS_LINE_STATUS","*Statuses for PURCHASE ORDER LINE ITEM"
"PURCHASE_ORDERS_NOTE","*Applicable NOTE for a PURCHASE_ORDER"
"PURCHASE_ORDERS_STATUS","*Pre determined Valid STATUS values for a PURCHASE ORDER"
"PURCHASE_ORDERS_TYPE","*Pre determined TYPEs for a PURCHASE ORDER"
"PURCHASE_ORDER_BP","Table for PO Business Partner"
"PURCHASE_ORDER_BP_CONTACT","Table for PO Business Partner Contact"
"PURCHASE_ORDER_LINE_COMPONENTS",""
"PURGE_CONFIG","Configuration table for Purges"
"PURGE_HIST","Purge History"
"PURGE_LOG_DPNDT_DATA","storing the information of non-eligible child objects whose associated parents are eligible for purging"
"PURGE_LOG_DPNDT_DATA_HIST","storing the information of non-eligible child objects whose associated parents are eligible for purging"
"PUSHED_NOTIFICATION","Stores Information about Notifications that were pushed to cloud servers"
"PUTAWAY_LOCK","This table is used to specify if a location is selected for putaway process"
"PUTWALL_HDR","This table is used to store the putwall and its related configuration data"
"PUTWALL_TXN","This table is used to store the relationship between oLPN and Cubbies in a putwall"
"PUTWY_METHOD_PRTY","Putway Configuration table. Method Priority."
"PUTWY_TYPE_PRTY","Putway Configuration table. Zone Priority."
"PUTWY_ZONE_ITEM","Putway Configuration table. Zone Items."
"PUTWY_ZONE_PRTY","In many warehouses, there is a need to group product with similar characteristics (product size, velocity, refrigeration requirements, etc.) together in reserve storage. This table can be used by the"
"P_ANALYZE_PIX_LOG","接口处理日志表"
"P_GOODSOWNER_SEND","接口处理日货主配置志表"
"QRTZ_PIX_JOB_CONFIG",""
"QUALITY_LEVEL","*Defines SKU Quality Level"
"QUAL_INSPCT","Quality inspection  table. This table will have values for the column names specified in the qual_inspct_rule_dtl table. Also will have the requirements definition interms of % or numbers."
"QUAL_INSPCT_RULE_DTL","Detail table for the qual_inspct_rule_hdr. Identifies the column names that participates in the rule."
"QUAL_INSPCT_RULE_HDR","This table is used to define the rules to create immd_need records from quality inspection table."
"QUERY",""
"QUERYENTRY",""
"QUERY_MASK_TYPE",""
"QUERY_SQL","Slotting table. Stores intermediate SQL statements generated by the java layer to be used by back end C code."
"QUESTION_ANS","This table will get populated with questions during ASN bridge based on the conditions specified in the Ques_detrm table.  The answer will be updated subsequently based on the response given by the us"
"QUESTION_ANS_FILTER_HISTORY","Question Answer History"
"QUESTION_DETRM","Using Question_master, this table will get populated. This table will have conditions in which the questions need to be asked. Eg. For vendor ABC ask this question for every sku received."
"QUESTION_MASTER","Question Master is used to pre-define system generated questions for a specific warehouse.  These questions can be used to prompt users for additional information or checkpoints throughout the system."
"QUEUE_TYPE_LOOKUP",""
"RACK_BIN_XREF",""
"RACK_LEVEL_MAP",""
"RACK_PALLET_XREF",""
"RACK_TYPE",""
"RACK_TYPE_LEVEL",""
"RAIL_ROUTE_DETAIL","table used to store detail part of rail route"
"RAIL_ROUTE_HEADER","table used to store header part of rail route"
"RAND_LOOKUP",""
"RAND_MILEMAKER_COUNTY",""
"RANGES_FOR_AUTO_TASKS",""
"RANGE_IDS_TABLE10",""
"RANGE_IDS_TABLE11",""
"RANGE_IDS_TABLE13",""
"RANGE_IDS_TABLE15",""
"RANGE_IDS_TABLE17",""
"RANGE_IDS_TABLE19",""
"RANGE_IDS_TABLE21",""
"RANGE_IDS_TABLE3",""
"RANGE_IDS_TABLE5",""
"RATE_TYPE",""
"RATING_CARRIER_SPECS_GTT",""
"RATING_ENGINE_PKG_CO_GTT",""
"RATING_ENGINE_PKG_DTL_GTT",""
"RATING_ENGINE_PKG_MATCH_CO_GTT",""
"RATING_ENGINE_PKG_MATCH_GTT",""
"RATING_LANE_ERRORS","* Rating Lane Errors"
"RATING_LEVELS","* Rating Levels"
"RATING_PKG_DTL_GTT",""
"REACT_HANDLER",""
"RECEIPT_ADJUSTMENT",""
"RECENTLY_APPLIED_FILTERS",""
"RECV_MSG_DATA","MHE transaction table - Receivied messages repository"
"RECV_MSG_DATA_HISTORY","MHE transaction table - Receivied messages repository"
"RELEASE_TASK_EVENT","Table for Dependent Picking Task Release Service Implementation logic"
"REPLEN_IMPORT_TEMP",""
"REPLEN_MATCHING",""
"REPORT","REPORT table denotes an report created."
"REPORT_DEF","REPORT_DEF table denotes a report type supported by the product."
"REPORT_DEF_LAYOUT","REPORT_DEF_LAYOUT table denotes an attribute for a report type (see REPORT_DEF_ID column)."
"REPORT_PARAM_VALUE","REPORT_PARAM_VALUE table denotes the values used for an attribute of a report instance."
"REP_SCHD_PARAM","REP_SCHD_PARAM table denotes a scheduled value for attributes defined in REPORT_DEF_LAYOUT or CUSTOM_REPORT_FILTER_LAYOUT tables."
"REQST_TYPE","Request Types"
"RESERVE_BIN_XREF",""
"RESERVE_PALLET_XREF",""
"RESOURCES","Table contains the information of all the resources"
"RESOURCE_BID_STATUS",""
"RESOURCE_PERMISSION","This table governs the RESOURCES table with the set of permissions for each resource"
"RESOURCE_SYNC","Internal Table"
"RESTRICTION_ATTRIBUTES","contains fields eligible for vendor restriction"
"RESTRICTION_OBJECT","contains objects eligible for vendor restriction"
"RESV_LOCN_HDR",""
"RES_ANALYSIS_RESULT",""
"RETN_DISP_CODE_MASTER","Holds the values for the user defined Disposition Codes to be used when receiving Returns"
"RETN_DISP_DETERM","Holds information on determining the Final Disposition Code for a combination of Returns and Buyer Disposition Codes.  Used for receiving Returns"
"RETN_IB_HIST","Pallet returnables tracking table"
"RETN_IB_SUMM","Pallet returnables tracking table"
"RETN_OB_HIST","Pallet returnables tracking table"
"RETN_OB_SUMM","Pallet returnables tracking table"
"RETN_SUMM","Pallet returnables tracking table"
"RE_MODULE_TYPE",""
"RE_RULATR_BEHAVIOR",""
"RE_RULATR_CATNOPER",""
"RE_RULATR_CAT_OPER",""
"RE_RULATR_DATATYPE",""
"RE_RULATR_OPERATOR",""
"RE_RULE_ATTRIBUTE",""
"RE_RULE_OBJ_TYPE",""
"RFUSER_CURRENT_LOCATION","RF User tracking/messaging process table"
"RF_BIND_KEY","All control keys table"
"RF_MESSAGE","RF User tracking/messaging process table"
"RF_MESSAGE_RESPONSE","RF User tracking/messaging process table"
"RG_LANE_ERRORS","* Rg Lane Errors"
"RG_LANE_HIERARCHY","* Rg Lane Hierarchy"
"ROI_PARAMETERS",""
"ROLE_CUSTOM_WINDOW_FORMAT","Table describes the customized formats that should be used by roles"
"ROLE_MASTER","Master table to list all the Roles. Role is created to group bunch of users based on their work category. Eg., Picker, Packer.  Role can be used to restrict access rights within the system."
"ROUTER",""
"RS300CLIENT","* Rs300Client"
"RS300COST_LABEL","* Rs300Cost Label"
"RS300PERFORM_TYPE","* Rs300Perform Type"
"RS300PERFORM_TYPE_RATING_TYPE","* Rs300Perform Type Rating Type"
"RS300RATING_CLASS","* Rs300Rating Class"
"RS300RATING_CLASS_PERFORM_TYPE","* Rs300Rating Class Perform Type"
"RS300RATING_COMP","* Rs300Rating Comp"
"RS300RATING_COMP_BEHAVIOR","* Rs300Rating Comp Behavior"
"RS300RATING_SYSTEM","* Rs300Rating System"
"RS300RATING_TABLE","* Rs300Rating Table"
"RS300RATING_TABLE_CELL","* Rs300Rating Table Cell"
"RS300RATING_TABLE_CLASS","* Rs300Rating Table Class"
"RS300RATING_TABLE_COLUMN","* Rs300Rating Table Column"
"RS300RATING_TABLE_COMMENT","* Rs300Rating Table Comment"
"RS300RATING_TABLE_CONDITION","* Rs300Rating Table Condition"
"RS300RATING_TABLE_PLANE","* Rs300Rating Table Plane"
"RS300RATING_TABLE_ROW","* Rs300Rating Table Row"
"RS300RATING_TABLE_TYPE","* Rs300Rating Table Type"
"RS300RATING_TOKEN","* Rs300Rating Token"
"RS300RATING_TOKEN_PERFORM_TYPE","* Rs300Rating Token Perform Type"
"RS300RATING_TOKEN_RATING_TYPE","* Rs300Rating Token Rating Type"
"RS300RATING_TYPE","* Rs300Rating Type"
"RS300REASON_CLASS","* Rs300Reason Class"
