???"FROM_TABLE","FROM_COLUMN","TO_TABLE","TO_COLUMN","CONSTRAINT_NAME"
"E_MSRMNT_RULE_CALC","MSRMNT_ID","E_MSRMNT","MSRMNT_ID","FK_UOM_RULE_CALC_MSRMNT"
"E_MSRMNT_RULE_CALC","RULE_NBR","E_MSRMNT_RULE","RULE_NBR","FK_UOM_RULE_CLAC_UOM_RULE"
"E_MSRMNT_RULE_CONDITION","MSRMNT_ID","E_MSRMNT","MSRMNT_ID","FK_UOM_RULE_CON_MSRMNT"
"E_MSRMNT_RULE_CONDITION","MSRMNT_ID","E_MSRMNT_RULE","MSRMNT_ID","FK_UOM_RULE_CON_RULE"
"E_MSRMNT_RULE_CONDITION","RULE_NBR","E_MSRMNT_RULE","RULE_NBR","FK_UOM_RULE_CON_RULE"
"E_OBS_MGMT","JOB_FUNC_ID","E_JOB_FUNCTION","JOB_FUNC_ID","FK_EOM_TO_JOB_FUNC"
"E_OBS_MGMT_DOC","INT_TYPE_ID","E_OBS_INT","INT_TYPE_ID","E_OBS_MGMT_DOC_FK"
"E_OBS_MGMT_QUESTION","INT_TYPE_ID","E_OBS_INT","INT_TYPE_ID","E_OBS_MGMT_QUESTION_FK"
"E_OPS_CODE_SPVSR","SHIFT_ID","E_SHIFT","SHIFT_ID","FK_OPS_CODE_SPVSR_TO_SHIFT"
"E_OPS_CODE_SPVSR","OPS_CODE_ID","E_OPS_CODE","OPS_CODE_ID","FK_OPS_CODE_SPVSR_TO_OPS_CODE"
"E_PAY_CALC_GRP","PAY_RATE_CALC_NAME_ID","E_PAY_RATE_CALC_NAME_DTL","PAY_RATE_CALC_NAME_ID","FK_E_PY_RT_CL_NM_GRP_TO_DTL"
"E_PAY_CALC_GRP","STMT_SEQ_NBR","E_PAY_RATE_CALC_NAME_DTL","STMT_SEQ_NBR","FK_E_PY_RT_CL_NM_GRP_TO_DTL"
"E_PAY_RATE","PAY_TYPE_ID","E_PAY_TYPE","PAY_TYPE_ID","FK_E_PAY_RATE_E_PAY_TYPE"
"E_PAY_RATE","PAY_SCALE_ID","E_PAY_SCALE","PAY_SCALE_ID","FK_E_PAY_RATE_E_PAY_SCALE"
"E_PAY_RATE_CALC_NAME_DTL","PAY_RATE_CALC_NAME_ID","E_PAY_RATE_CALC_NAME_HDR","PAY_RATE_CALC_NAME_ID","FK_E_PY_RT_CL_NM_DTL_TO_HDR"
"E_PAY_RATE_CALC_NAME_DTL","DUR_ID","E_PAY_DUR","DUR_ID","FK_E_PY_RT_CL_NMDTL__E_PAY_DUR"
"E_PAY_RATE_DTL","PAY_RATE_ID","E_PAY_RATE","PAY_RATE_ID","FK_E_PAY_RATE_DTL_TO_PAY_RATE"
"E_PFD_DTL","PFD_ID","E_PFD_HDR","PFD_ID","FK_E_PFD_DTL_TO_PFD_HDR"
"E_PLAN_DTL","PLAN_RULE_ID","E_PLAN_RULE_HDR","PLAN_RULE_ID","FK_E_PLAN_DTL_TO_PLAN_RULE_HDR"
"E_PLAN_DTL","PLAN_WORKFLOW_ID","E_PLAN_WORKFLOW_HDR","PLAN_WORKFLOW_ID","FK_E_PLAN_DTL_TO_PLAN_WORKFLOW"
"E_PLAN_DTL","PLAN_ID","E_PLAN_HDR","PLAN_ID","FK_E_PLAN_DTL_TO_PLAN_HDR"
"E_PLAN_RESULTS","PLAN_ID","E_PLAN_HDR","PLAN_ID","FK_E_PLAN_RESULT_TO_PLAN_HDR"
"E_PLAN_RULE_CONDITION","PLAN_RULE_ID","E_PLAN_RULE_HDR","PLAN_RULE_ID","FK_E_PLAN_RULE_CON_TO_PLAN_RUL"
"E_PLAN_RULE_HDR","RULE_TEMPLATE_ID","E_RULE_TEMPLATE_HDR","RULE_TEMPLATE_ID","FK_E_PLAN_RL_TO_E_RL_TMPL"
"E_PLAN_TEMPLATE_DTL","WORKFLOW_TEMPLATE_ID","E_WORKFLOW_TEMPLATE_HDR","WORKFLOW_TEMPLATE_ID","FK_E_PLAN_TEMPLATE_DTL_TO_TMP1"
"E_PLAN_TEMPLATE_DTL","RULE_TEMPLATE_ID","E_RULE_TEMPLATE_HDR","RULE_TEMPLATE_ID","FK_E_PLAN_TEMPLATE_DTL_TO_TEMP"
"E_PLAN_TRANSACTION_ACT","ACT_ID","E_ACT","ACT_ID","FK_E_PLAN_TRAN_ACT_TO_ACT"
"E_PLAN_TRANSACTION_ACT","PLAN_ID","E_PLAN_HDR","PLAN_ID","FK_E_PLAN_TRAN_ACT_TO_PLAN_HDR"
"E_PLAN_TRANSACTION_ACT_ZONE","ACT_ID","E_ACT","ACT_ID","FK_E_PLAN_TRN_ACT_ZONE_E_ACT"
"E_PLAN_TRANSACTION_ACT_ZONE","PLAN_ID","E_PLAN_HDR","PLAN_ID","FK_E_PL_TRN_ACT_ZONE_E_PL_HDR"
"E_PLAN_TRANSACTION_GRP","PLAN_ID","E_PLAN_HDR","PLAN_ID","FK_E_PLAN_TRAN_GRP_TO_PLAN_HDR"
"E_PLAN_WORKFLOW_GRP","PLAN_WORKFLOW_ID","E_PLAN_WORKFLOW_HDR","PLAN_WORKFLOW_ID","FK_PLAN_WORKFLOW_GRP_TO_WORKFL"
"E_PLAN_WORKFLOW_HDR","WORKFLOW_TEMPLATE_ID","E_WORKFLOW_TEMPLATE_HDR","WORKFLOW_TEMPLATE_ID","FK_E_PLAN_WF_TO_E_WF_TMPL"
"E_PLAN_WORKFLOW_UOM","PLAN_RULE_ID","E_PLAN_RULE_HDR","PLAN_RULE_ID","FK_PLAN_WORKFLOW_UOM_TO_PLAN_R"
"E_PLAN_WORKFLOW_UOM","PLAN_WORKFLOW_GRP_ID","E_PLAN_WORKFLOW_GRP","PLAN_WORKFLOW_GRP_ID","FK_PLAN_WORKFLOW_UOM_TO_WORKFL"
"E_PROC_LOCK_DTL","PROC_ID","E_PROC_LOCK_HDR","PROC_ID","FK_E_PROC_LOCK_DTL_TO_PROC_LOC"
"E_PROC_LOCK_SCHED","PROC_ID","E_PROC_LOCK_HDR","PROC_ID","FK_E_PROC_LOCK_SCHED_TO_PROC_L"
"E_PROC_ZONE","MSRMNT_ID","E_MSRMNT","MSRMNT_ID","FK_E_PROC_ZONE_TO_MSRMNT"
"E_PROC_ZONE","PROC_ZONE_TEMPL_ID","E_PROC_ZONE_TEMPL","PROC_ZONE_TEMPL_ID","FK_PROC_ZONE_TO_PROC_ZONE_TEMP"
"E_PROC_ZONE_LOCN_RANGE","PROC_ZONE_ID","E_PROC_ZONE","PROC_ZONE_ID","FK_E_PROC_ZONE_LOCN_RANGE_TO_P"
"E_QA","JOB_FUNC_ID","E_JOB_FUNCTION","JOB_FUNC_ID","FK_E_QA_TO_JOBFUNCTION"
"E_QA_DTL","QA_ID","E_QA","QA_ID","FK_E_QA_TO_QAID"
"E_QA_SMRY","JOB_FUNC_ID","E_JOB_FUNCTION","JOB_FUNC_ID","FK_E_QA_SMRY_TO_JOBFUNCTION"
"E_REFLECT_STD","ACT_ID","E_ACT","ACT_ID","FK_E_REFLECT_STD_TO_ACT"
"E_REFLECT_STD_DTL","REFLECT_STD_ID","E_REFLECT_STD","REFLECT_STD_ID","FK_E_REFLECT_STD_DTL_TO_REFLEC"
"E_RULE_TEMPLATE_CONDITION","RULE_TEMPLATE_ID","E_RULE_TEMPLATE_HDR","RULE_TEMPLATE_ID","FK_E_RULE_TEMPLATE_CONDITION"
"E_SCHEDULER","SUBSYSTEM_ID","E_SUBSYSTEM","SUBSYSTEM_ID","FK_E_SCHEDULER_TO_SUBSYSTEM"
"E_SCHEDULE_ASGMNT","JOB_FUNC_ID","E_JOB_FUNCTION","JOB_FUNC_ID","FK_SCHED_ASG_E_JOB_FN"
"E_SCHEDULE_ASGMNT","PROC_ZONE_ID","E_PROC_ZONE","PROC_ZONE_ID","FK_SCHED_ASG_E_PROC_ZN"
"E_SCHEDULE_ASGMNT","SHIFT_ID","E_SHIFT","SHIFT_ID","FK_SCHED_ASGN_E_SHIFT"
"E_SCHEDULE_ASGMNT","SCHEDULE_RSLT_HDR_ID","E_SCHEDULE_RSLT_HDR","SCHEDULE_RSLT_HDR_ID","FK_SCHD_ASG_RLST_HDR"
"E_SCHEDULE_ASGMNT","TIME_WINDOW_DTL_ID","E_TIME_WINDOW_DTL","TIME_WINDOW_DTL_ID","FK_E_SCHED_ASGNMT_TIM_WIN_DTL"
"E_SCHEDULE_RMNG","SHIFT_ID","E_SHIFT","SHIFT_ID","FK_SCHED_RMNG_E_SHIFT"
"E_SCHEDULE_RMNG","SCHEDULE_RSLT_HDR_ID","E_SCHEDULE_RSLT_HDR","SCHEDULE_RSLT_HDR_ID","FK_SCHED_RMNG_E_SCHE_RSLT_HDR"
"E_SCHEDULE_RMNG","TIME_WINDOW_DTL_ID","E_TIME_WINDOW_DTL","TIME_WINDOW_DTL_ID","FK_SCHED_RMNG_E_TIME_WIN_DTL"
"E_SCHEDULE_RMNG","PROC_ZONE_ID","E_PROC_ZONE","PROC_ZONE_ID","FK_SCHED_RMNG_E_PROC_ZONE"
"E_SCHEDULE_RSLT_HDR","SCHEDULE_TEMPLATE_ID","E_SCHEDULE_TEMPLATE","SCHEDULE_TEMPLATE_ID","FK_ESCRSHDR_TO_ESCHTEM"
"E_SCHEDULE_RSLT_SMRY","SHIFT_ID","E_SHIFT","SHIFT_ID","FK_SCHED_RSLT_SMRY_E_SHIFT"
"E_SCHEDULE_RSLT_SMRY","SCHEDULE_RSLT_HDR_ID","E_SCHEDULE_RSLT_HDR","SCHEDULE_RSLT_HDR_ID","FK_E_SCHEDULE_RSLT_SMRY_ESRH"
"E_SCHEDULE_RSLT_SMRY","JOB_FUNC_ID","E_JOB_FUNCTION","JOB_FUNC_ID","FK_SCHED_RSLT_SMRY_E_JOB_FN"
"E_SCHEDULE_RSLT_SMRY","PROC_ZONE_ID","E_PROC_ZONE","PROC_ZONE_ID","FK_SCHED_RSLT_SMRY_E_PROC_ZN"
"E_SCHEDULE_TEMPLATE","FORECAST_TEMPLATE_ID","E_FORECAST_TEMPLATE","TEMPLATE_ID","FK_SCHD_TEMPL_EFT"
"E_SHIFT_DAYS","SHIFT_ID","E_SHIFT","SHIFT_ID","FK_E_SHIFT_DAYS_TO_SHIFT"
"E_SHIFT_DTL","SHIFT_ID","E_SHIFT","SHIFT_ID","FK_E_SHIFT_E_SHFT_DT_E_SHIFT"
"E_SHIFT_EMP","SHIFT_ID","E_SHIFT","SHIFT_ID","FK_E_SHIFT_EMP_TO_SHIFT"
"E_SIMULATION_ADJ_LEVER","SIMULATION_SMRY_ID","E_SIMULATION_SMRY","SIMULATION_SMRY_ID","FK_SIM_ADJ_LVR_SIM_SMRY"
"E_SIMULATION_ELM_SMRY","SIMULATION_SMRY_ID","E_SIMULATION_SMRY","SIMULATION_SMRY_ID","FK_SIM_ELM_SIM_SMRY"
"E_SIMULATION_METRIC_PORTLETS","METRIC_ID","E_SIMULATION_METRIC","METRIC_ID","FK_SIM_MTRC_SIM_MTRC_PRLT"
"E_SIMULATION_VHCL_SMRY","SIMULATION_SMRY_ID","E_SIMULATION_SMRY","SIMULATION_SMRY_ID","FK_SIM_VHCL_SIM_SMRY"
"E_TEAM_EMP","TEAM_ID","E_TEAM_STD","TEAM_ID","FK_E_TEAM_EMP_TO_TEAM_STD"
"E_TEAM_EMP","ACT_ID","E_ACT","ACT_ID","FK_E_TEAM_EMP_TO_ACT"
"E_TEAM_EMP_DTL","TEAM_ID","E_TEAM_STD","TEAM_ID","FK_E_TEAM_EMP_DTL_TO_TEAM_STD"
"E_TEAM_EMP_DTL","ACT_ID","E_ACT","ACT_ID","FK_E_TEAM_EMP_DTL_TO_ACT"
"E_TEAM_EMP_DTL","TEAM_EMP_ID","E_TEAM_EMP","TEAM_EMP_ID","FK_E_TEAM_EMP_DTL"
"E_THRUPUT_HIST","PROC_ZONE_ID","E_PROC_ZONE","PROC_ZONE_ID","FK_THRUPUT_HIST_TO_PROCZONE"
"E_THRUPUT_HIST","JOB_FUNC_ID","E_JOB_FUNCTION","JOB_FUNC_ID","FK_THRUPUT_HIST_TO_JOB_FUNC"
"E_THRUPUT_HIST","MSRMNT_ID","E_MSRMNT","MSRMNT_ID","FK_THRUPUT_HIST_TO_MSRMNT"
"E_THRUPUT_HIST","SHIFT_ID","E_SHIFT","SHIFT_ID","FK_THRUPUT_HIST_TO_SHIFT"
"E_THRUPUT_SMRY","PROC_ZONE_ID","E_PROC_ZONE","PROC_ZONE_ID","FK_E_THRUPUT_SMRY_TO_PROC_ZONE"
"E_THRUPUT_SMRY","PERF_SMRY_TRAN_ID","E_CONSOL_PERF_SMRY","PERF_SMRY_TRAN_ID","FK_E_THRUPUT_SMRY_TO_CONSOL_PE"
"E_THRUPUT_SMRY_DTL","THRUPUT_ID","E_THRUPUT_SMRY","THRUPUT_ID","FK_E_THRUPUT_SMRY_DTL_TO_THRUP"
"E_THRUPUT_SMRY_DTL","MSRMNT_ID","E_MSRMNT","MSRMNT_ID","FK_E_THRUPUT_SMRY_DTL_TO_MSRMN"
"E_TIME_WINDOW_ASGMNT","JOB_FUNC_ID","E_JOB_FUNCTION","JOB_FUNC_ID","FK_E_TIME_WINDOW_JOB_FUNC"
"E_TIME_WINDOW_DTL","TIME_WINDOW_ID","E_TIME_WINDOW","TIME_WINDOW_ID","FK_E_TIME_WINDOW_DTL_ID"
"E_UNIT_PICK","SLOT_TYPE_ID","E_SLOT_TYPE","SLOT_TYPE_ID","FK_E_UNIT_PICK_TO_SLOT_TYPE"
"E_UNIT_PICK","HNDLG_ATTR","E_HNDLG_ATTR","HNDLG_ATTR","FK_E_UNIT_PICK_TO_HNDLG_ATTR"
"E_VHCL_AISLE_DIR","TRVL_AISLE_ID","E_TRVL_AISLE","TRVL_AISLE_ID","FK_E_VHCL_AISLE_DIR_TO_TRVL_AI"
"E_VHCL_AISLE_DIR","VHCL_TYPE_ID","E_VHCL","VHCL_TYPE_ID","FK_E_VHCL_AISLE_DIR_TO_VHCL"
"E_VHCL_WHSE","VHCL_TYPE_ID","E_VHCL","VHCL_TYPE_ID","FK_E_V_W_TO_E_VHCL"
"E_VHCL_ZONE_TIME","VHCL_TYPE_ID","E_VHCL","VHCL_TYPE_ID","FK_E_VHCL_ZONE_TIME_TO_VHCL"
"E_WMS_EVNT_MSG_DTL","MSG_ID","E_WMS_EVNT_MSG","MSG_ID","FK_E_WMS_EVNT_MSG_DTL"
"E_WMS_EVNT_MSG_DTL","MODULE_TYPE","E_WMS_EVNT_MSG","MODULE_TYPE","FK_E_WMS_EVNT_MSG_DTL"
"E_WMS_EVNT_MSG_DTL","WHSE","E_WMS_EVNT_MSG","WHSE","FK_E_WMS_EVNT_MSG_DTL"
"E_ZONE_MSG_LOG","HDR_MSG_ID","LABOR_MSG","LABOR_MSG_ID","FK_E_ZONE_MSG_TO_HDR_MSG"
"E_ZONE_TRAN_DATA","LABOR_TRAN_ID","LABOR_TRAN","LABOR_TRAN_ID","FK_E_ZONE_TRAN_TO_LABOR_TRAN"
"FEDEX_LPN","LPN_ID","LPN","LPN_ID","FEDEX_LPN_FK1"
"FEDEX_SERVICE_LEVEL_MAP","CODE","FEDEX_SERVICE_LEVEL","CODE","FEDEX_SERVICE_LEVEL_MAP_FK"
"FILTER_FORMAT","WHSE_CODE","WHPREFS","WHSE_CODE","FK_FF_TO_WHPREFS"
"FILTER_FORMAT_DETAIL","FORMAT_ID","FILTER_FORMAT","FORMAT_ID","FK_FFDTL_FILTERFORMAT"
"FILTER_FORMAT_DETAIL","FIELD_ID","FILTER_FIELD_MASTER","FIELD_ID","FK_FFDTL_FILTERFIELDMASTER"
"FILTER_FROM_CLAUSE","FILTER_OBJECT","FILTER_OBJECT","FILTER_OBJECT","FLTR_FCLAUSE_FK"
"FILTER_GROUPBY_DETAIL","FILTER_ID","FILTER","FILTER_ID","FLTRGRPBYDTL_FILTER_FK"
"FILTER_GROUPBY_LAYOUT","OBJECT_TYPE","FILTER_OBJECT","FILTER_OBJECT","FLTRGRPBYLYOT_FILTEROBJ_FK"
"FILTER_GROUP_BY","FILTER_ID","FILTER","FILTER_ID","FLTR_GRP_BY_FK1"
"FILTER_GROUP_DEFINITION","FILTER_ID","FILTER","FILTER_ID","FK_FILT_GRP_DEF"
"FILTER_LAYOUT","SCREEN_TYPE","FILTER_SCREEN_TYPE","TYPE_ID","FLTR_LYOUT_SCN_FK"
"FILTER_OBJECT","SCREEN_TYPE","FILTER_SCREEN_TYPE","TYPE_ID","FLTR_OBJ_SCN_FK"
"FILTER_OBJECT_MAPPING","FILTER_OBJECT","FILTER_OBJECT","FILTER_OBJECT","FOM_FILTOBJ_FK"
"FILTER_ORDERBY_DETAIL","FILTER_ID","FILTER","FILTER_ID","FLTRORDRBYDTL_FILTER_FK"
"FILTER_ORDERBY_LAYOUT","FILTER_OBJECT_TYPE","FILTER_OBJECT","FILTER_OBJECT","FLTRORDRBYLYOT_FILTEROBJ_FK"
"FROZN_INVN_CONFIG","PHYS_INVN_HDR_ID","PHYS_INVN_HDR","PHYS_INVN_HDR_ID","FK_FROZNINVNCONFIG_PHYSINVNHDR"
"FROZN_INVN_DTL","ITEM_ID","ITEM_CBO","ITEM_ID","FK_FROZNINVNDTL_ITEMCBO"
"FROZN_INVN_DTL","FROZN_INVN_HDR_ID","FROZN_INVN_HDR","FROZN_INVN_HDR_ID","FK_FID_FIH"
"FROZN_INVN_HDR","FROZN_INVN_CONFIG_ID","FROZN_INVN_CONFIG","FROZN_INVN_CONFIG_ID","FK_FZINVNHDR_FZINVNCNFG"
"FROZN_INVN_HDR","LPN_ID","LPN","LPN_ID","FK_FROZNINVNHDR_LPN"
"FROZN_INVN_SRL_NBR","FROZN_INVN_DTL_ID","FROZN_INVN_DTL","FROZN_INVN_DTL_ID","FK_FROZNISRLNBR_FINVNDTL"
"FROZN_INVN_SRL_NBR","SRL_NBR_TRK_ID","SRL_NBR_TRACK","SRL_NBR_TRK_ID","FK_FROZNINVNSRLNBR_SRLNBRTRK"
"FTP_LISTENER","LISTENER_ID","LISTENER","LISTENER_ID","FTP_LISTENER_FK"
"GRP_CAT_CODE","CAT_ID","CATEGORY","CAT_ID","FK_GRP_CAT_CODE_TO_CATEGORY"
"GRP_CAT_CODE","REF_CAT_CODE_ID","CAT_CODE","CAT_CODE_ID","FK_GRP_CAT_CODE1_TO_CAT_CODE"
"GRP_CAT_CODE","CAT_CODE_ID","CAT_CODE","CAT_CODE_ID","FK_GRP_CAT_CODE_TO_CAT_CODE"
"HANDLING_ATTR_DTL","HANDLING_ATTR_HDR_ID","HANDLING_ATTR_HDR","HANDLING_ATTR_HDR_ID","FK_HNDLATTRDTL_HNDLATTRHDR2"
"HANDLING_ATTR_DTL","HNDL_ATTR_ID","HANDLING_ATTR_HDR","HNDL_ATTR_ID","FK_HNDLATTRDTL_HNDLATTRHDR"
"HAVES_NEEDS","SLOT_ITEM_ID","SLOT_ITEM","SLOTITEM_ID","FK_SLOTITEM_TO_SLOT_ITEM"
"HAVES_NEEDS","RACK_TYPE_ID","RACK_TYPE","RACK_TYPE","FK_RACKTYPE_ID_TO_RACK_TYPE"
"HIERARCHY_DEFINITIONS","HIERARCHY_TYPE_ID","HIERARCHY_TYPES","HIERARCHY_TYPE_ID","FK_HIERARCHY_TYPE_ID"
"HIERARCHY_LEVELS","HIERARCHY_DEFINITION_ID","HIERARCHY_DEFINITIONS","HIERARCHY_DEFINITION_ID","HIERARCHY_LEVEL_TYPE_FK"
"HIERARCHY_LEVELS","PARENT_HIERARCHY_LEVEL_ID","HIERARCHY_LEVELS","HIERARCHY_LEVEL_ID","HIERARCHY_LEVEL_PARENT_FK"
"HIERARCHY_NODES","PARENT_HIERARCHY_NODE_ID","HIERARCHY_NODES","HIERARCHY_NODE_ID","HIERARCHY_LEVEL_NODE_PARENT_FK"
"HIERARCHY_NODES","HIERARCHY_LEVEL_ID","HIERARCHY_LEVELS","HIERARCHY_LEVEL_ID","HIERARCHY_LEVEL_NODE_LEVEL_FK"
"HN_FAILURE","SLOTITEM_ID","SLOT_ITEM","SLOTITEM_ID","FK_HN_FAILURE_SLOT_ITEM"
"HN_RESULTS_HDR","WHSE_CODE","WHPREFS","WHSE_CODE","FK_HN_RESULTS_HDR_TO_WHPREFS"
"IFW_ALERT_MSG_TYPE_CRITERIA","ALERT_DEF_ID","IFW_ALERT_DEF","ALERT_DEF_ID","IFW_ALERT_MSG_TYPE_CRIA_FK2"
"IFW_ALERT_MSG_TYPE_CRITERIA","MSG_TYPE","MSG_TYPE","MSG_TYPE","IFW_ALERT_MSG_TYPE_CRIA_FK1"
"IFW_ALERT_RES_CODE_CRITERIA","ALERT_DEF_ID","IFW_ALERT_DEF","ALERT_DEF_ID","IFW_ALERT_RES_CODE_CRIA_FK1"
"IFW_ALERT_ROUTER_CRITERIA","ROUTER_ID","ROUTER","ROUTER_ID","IFW_ALERT_ROUTER_CRIA_FK1"
"IFW_ALERT_ROUTER_CRITERIA","ALERT_DEF_ID","IFW_ALERT_DEF","ALERT_DEF_ID","IFW_ALERT_ROUTER_CRIA_FK2"
"ILM_APPOINTMENTS","APPT_TYPE","ILM_APPOINTMENT_TYPE","APPT_TYPE","APPT_APPTTYP_FK"
"ILM_APPOINTMENTS","ILM_LOAD_POSITION","ILM_LOAD_POSITION","ILM_LOAD_POSITION","APPT_LDPOSN_FK"
"ILM_APPOINTMENTS","APPOINTMENT_CREATION_TYPE","ILM_APPOINTMENT_CREATION_TYPE","APPT_CREATION_TYPE","APPT_APPTCRTTYP_FK"
"ILM_APPOINTMENTS","APPT_STATUS","ILM_APPOINTMENT_STATUS","APPT_STATUS_CODE","APPT_APPSTAT_FK"
"ILM_APPOINTMENTS","REQUESTOR_TYPE_ID","ILM_REQUESTOR_TYPE","REQUESTOR_ID","APPT_RQSTRTYP_FK"
"ILM_APPOINTMENTS_CHARGEBACK","APPOINTMENT_ID","ILM_APPOINTMENTS","APPOINTMENT_ID","ACHRGB_APPT_FK"
"ILM_APPOINTMENTS_CHARGEBACK","CHARGE_BACK_CODE","ILM_APPT_CHARGE_BACK_CODES","CHARGE_BACK_CODE","ACHRGB_ACBCODE_FK"
"ILM_APPOINTMENT_EVENTS","APPOINTMENT_ID","ILM_APPOINTMENTS","APPOINTMENT_ID","AEVNTS_APPT_FK"
"ILM_APPOINTMENT_OBJECTS","APPOINTMENT_ID","ILM_APPOINTMENTS","APPOINTMENT_ID","AOBJ_APPT_FK"
"ILM_APPOINTMENT_OBJECTS","APPT_OBJ_TYPE","ILM_APPT_OBJ_TYPE","APPT_OBJ_TYPE","AOBJ_AOBJTYP_FK"
"ILM_APPT_CUSTOM_ATTRIBUTE","APPOINTMENT_ID","ILM_APPOINTMENTS","APPOINTMENT_ID","ACUSATTR_APPT_FK"
"ILM_APPT_DOCKS","APPOINTMENT_ID","ILM_APPOINTMENTS","APPOINTMENT_ID","ADCKS_APPT_FK"
"ILM_APPT_EQUIPMENTS","APPOINTMENT_ID","ILM_APPOINTMENTS","APPOINTMENT_ID","AEQP_APPT_FK"
"ILM_APPT_LOAD_CONFIG","APPOINTMENT_ID","ILM_APPOINTMENTS","APPOINTMENT_ID","ALDCFG_APPT_FK"
"ILM_APPT_LOAD_CONFIG","LOAD_CONFIG_ID","LOAD_CONFIGURATION","LOAD_CONFIG_ID","ALDCFG_LDCFG_FK"
"ILM_APPT_NOTES","APPOINTMENT_ID","ILM_APPOINTMENTS","APPOINTMENT_ID","ANTS_APPT_FK"
"ILM_APPT_SIZES","ID","ILM_APPOINTMENT_OBJECTS","ID","ASZS_AOBJ_FK"
"ILM_APPT_SIZES","APPOINTMENT_ID","ILM_APPOINTMENTS","APPOINTMENT_ID","ASZS_APPT_FK"
"ILM_APPT_SIZES","ORDER_ID","PURCHASE_ORDERS","PURCHASE_ORDERS_ID","ASZS_ORDRS_FK"
"ILM_TASKS","SOURCE_WORK_AREA_MASTER_ID","WORK_AREA_MASTER","WORK_AREA_MASTER_ID","FK_ILM_TASKS_WRK_ARA_MSTR_11"
"ILM_TASKS","DEST_WORK_AREA_MASTER_ID","WORK_AREA_MASTER","WORK_AREA_MASTER_ID","FK_ILM_TASKS_WRK_ARA_MSTR_12"
"ILM_TASKS","TASK_TYPE","ILM_TASK_TYPES","TASK_TYPE","TSKS_TSKTYPS_FK"
"ILM_TASKS","PARENT_TASK_ID","ILM_TASKS","TASK_ID","TSKS_SELFREF_FK"
"ILM_TASK_EVENTS","TASK_ID","ILM_TASKS","TASK_ID","TSKEVNTS_TSK_FK"
"ILM_TASK_HISTORY","TASK_ID","ILM_TASKS","TASK_ID","TSKHIST_TSK_FK"
"ILM_YARD_ACTIVITY","TASK_ID","ILM_TASKS","TASK_ID","YRDACT_TSKS_FK"
"ILM_YARD_ACTIVITY","APPOINTMENT_ID","ILM_APPOINTMENTS","APPOINTMENT_ID","YRDACT_APPT_FK"
"ILM_YARD_ACTIVITY","VISIT_DETAIL_ID","TRAILER_VISIT_DETAIL","VISIT_DETAIL_ID","ILM_YRD_ACTVTY_VST_DTL_ID_FK"
"ILM_YARD_AUDIT","TASK_ID","ILM_TASKS","TASK_ID","YRDAUDT_TSKS_FK"
"IMPORT_ACCESSORIAL_RATE","PARAM_ID","IMPORT_ACCESSORIAL_PARAM_SET","PARAM_ID","IM_ACCRL_RT_FK"
"IMPORT_CM_RATE_DISCOUNT","PARAM_ID","IMPORT_ACCESSORIAL_PARAM_SET","PARAM_ID","IM_CM_RT_DISC_FK"
"IMPORT_FORMATS","IMPORT_ID","IMPORT_MASTER","IMPORT_ID","FK_IMPRT_FRMTS_TO_IMPRT_MSTR"
"IMPORT_FORMAT_ODBC","FORMAT_ID","IMPORT_FORMATS","FORMAT_ID","FK_IMPRT_FMT_ODBC_IMPRT_FMTS"
"IMPORT_FORMAT_ODBC","OFFSET_ID","IMPORT_OFFSET_MASTER","OFFSET_ID","FK_IMPT_FMT_ODBC_IMPT_OFT_MSTR"
"IMPORT_FORMAT_OFFSETS","OFFSET_ID","IMPORT_OFFSET_MASTER","OFFSET_ID","FK_IMPT_OFT_OFTS_IMPT_OFT_MSTR"
"IMPORT_FORMAT_OFFSETS","FORMAT_ID","IMPORT_FORMATS","FORMAT_ID","FK_IMPRT_FMT_OFSTS_IMPRT_FMTS"
"IMPORT_FORMAT_PREFS","WHSE_CODE","WHPREFS","WHSE_CODE","FK_IMPORT_OFFSET_PREFS_WHPREFS"
"IMPORT_FORMAT_PREFS","FORMAT_ID","IMPORT_FORMATS","FORMAT_ID","FK_IMPRT_FMT_PRFS_IMPRT_FMTS"
"IMPORT_OFFSET_MASTER","IMPORT_ID","IMPORT_MASTER","IMPORT_ID","FK_IMPT_OFT_MSTR_TO_IMPT_MSTR"
"IMPORT_STOP_OFF_CHARGE","PARAM_ID","IMPORT_ACCESSORIAL_PARAM_SET","PARAM_ID","IM_STP_OFF_CHG_FK"
"IMPORT_TYPE_COLM_XREF","IMPORT_COLM_LIST_ID","IMPORT_COLM_LIST","IMPORT_COLM_LIST_ID","IMPTYPX_IMPCLST_FK"
"INPUT_PARAM","IMPORT_AUTOMATION_ID","IMPORT_AUTOMATION","IMPORT_AUTOMATION_ID","IMPORT_AUTOMATION_FK"
"INT_ALLOC_LOCK_CODES","INVN_NEED_TYPE","INVN_NEED_TYPE","INVN_NEED_TYPE","FK_INTALOCKCODES_INVNNEEDTYPE"
"INT_ALLOC_LOCK_CODES","INVN_NEED_TYPE_ID","INVN_NEED_TYPE","INVN_NEED_TYPE_ID","FK_INTALOCKCODES_INVNNEEDTYPE2"
"INT_ALLOC_LOCK_CODES","CD_MASTER_ID","CD_MASTER","CD_MASTER_ID","FK_INTALOCKCODES_CDMASTER"
